# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
sTy	sựt		
rje	rúi		
pR7	pốt		
fl6	phoi		
fY2	phềnh		
nCZ	noa		
lJj	lẹo		
lZS	léng		
hbs	hướm		
DUi	dừ		
cku	củm		
tX0	têm		
spZ	sơm		
sWj	sạnh		
s2z	săng		
pQ6	pom		
zSS	ón		
zUS	oắc		
ydR	nhiển		
KQJ	khọm		
kJx	kẽo		
hlj	hiệm		
dja	đui		
D2S	dớp		
CPJ	choọng		
b2s	bắng		
xK8	xìn		
vNJ	vọp		
vmF	vình		
vlr	viểm		
rqZ	rôi		
rWj	rạnh		
qi1	qúi		
pS6	pon		
KVF	khoằm		
hWr	hảnh		
gjy	gụi		
dQR	đỏm		
Dex	dẽ		
Cmj	chụt		
ClR	chỏi		
CMj	chẹp		
b0X	bỗ		
bhX	biễu		
zHi	uỳnh		
tKW	tũn		
RUY	trự		
RU5	trệu		
tK8	tìn		
tU0	têu		
to4	tẽn		
tk5	tạn		
sfJ	sộc		
sFj	sẹc		
pu1	pía		
ylr	nhiểm		
NUe	ngứ		
mka	mum		
m1z	măn		
LLz	lôn		
lSF	lòn		
hUy	hự		
gne	gúp		
glF	gòi		
DSF	dòn		
dij	đị		
Cnj	chựng		
CBf	chầy		
blz	biêm		
xl6	xoi		
Tt8	thồng		
rPj	rẹt		
qi2	quì		
zpZ	ơm		
nvr	nủ		
KXS	khoắt		
kej	kẹ		
dny	đụp		
DUu	dử		
ddS	điến		
blR	bỏi		
bZS	béng		
vSJ	vọn		
Tx9	thởi		
T13	thẳn		
tV1	tếch		
svy	sụng		
s1f	sằn		
rGf	rài		
pf1	páp		
nmF	nình		
yJS	nhoét		
yES	nhoáy		
y5r	nhẩu		
WKZ	nghin		
WdX	nghiễn		
nGx	nãi		
m5w	muỗm		
KTJ	khộp		
KBs	khấy		
K0f	khằm		
dpe	đưới		
cSj	cạc		
bjr	bảm		
x37	xớt		
vsf	vường		
RWY	trược		
RT3	trảy		
RD4	trẫm		
tgB	tiễng		
sur	sỉa		
rcw	rũa		
rPZ	roong		
rGJ	riệp		
fG2	phài		
pg1	pách		
y4F	nhò		
yDJ	nhịt		
l3S	lớt		
lpS	lớm		
lzr	lổm		
lhS	liếu		
Kuj	khịa		
jms	giút		
zej	ẹ		
DKa	dun		
d4X	đõ		
cSS	cón		
Cox	chẽn		
CKr	chảng		
c4j	cặt		
blf	biềm		
xZ6	xeng		
Rm7	trính		
tTC	tộp		
s2f	sằng		
zsR	oản		
yqJ	nhội		
yGx	nhãi		
NfJ	ngộc		
lxw	lỹ		
kUf	kều		
hxy	hỵ		
dlz	điêm		
DYs	dếnh		
D7j	dận		
Clr	chiểm		
bvu	bủng		
z7f	ần		
rQF	ròm		
pPC	poọng		
ff7	phốc		
z3J	ợt		
nDe	nuốc		
nxR	nởi		
Njz	ngam		
mTj	mạy		
lru	luổng		
lNS	lóp		
lgX	liễng		
kGJ	kiệp		
gCZ	goa		
g5z	gâu		
Dma	duôi		
Cty	chượt		
C1r	chẳn		
z2r	ẳng		
xY1	xếnh		
v1Z	vơn		
v0R	vổ		
tzC	tọng		
TG2	thài		
qe4	quẽ		
pQ0	pim		
fS6	phon		
fh9	phiểu		
fr1	phến		
fF1	phéc		
pS5	pạc		
z4J	ọ		
nUy	nự		
nij	nị		
yEZ	nhoay		
yGr	nhải		
mUy	mự		
mrz	mên		
mEs	mế		
lPS	loóng		
KKF	khìn		
Kuf	khìa		
KPj	khẹt		
KKj	khạng		
hBS	hoát		
hjS	hiết		
gxS	gới		
dsj	đượng		
dTJ	độp		
D0J	dộ		
dZZ	đeng		
D9s	dất		
dgj	đạch		
cpS	cớm		
CCZ	choa		
bsz	bương		
bKF	bìn		
zje	úi		
tY1	tếnh		
to1	tén		
slu	suyển		
sPJ	soọng		
fs3	phưởng		
frA	phuông		
fn0	phưng		
nvs	nú		
yBz	nhây		
n5r	nẩu		
m2f	mằng		
KWf	khành		
g2S	gớp		
Drz	dên		
D5r	dẩu		
cKu	củn		
cSX	cõn		
C9y	chuệch		
CCS	choá		
b3J	bợt		
bJj	bẹo		
b5r	bẩu		
bWj	bạnh		
tvU	tủng		
R02	trằm		
TY2	thềnh		
T53	thẩu		
Tc5	thạ		
rqj	rạt		
qZA	qun		
pm9	pỉnh		
fQ9	phỏm		
fZ8	phèng		
pZ8	pèng		
yBj	nhậy		
Nke	ngúm		
lvr	lủ		
lgR	liểng		
Klj	khiệm		
KYx	khễnh		
hBf	hầy		
g4J	gọ		
Dxy	dỵ		
dUa	đư		
D1J	dợn		
c4X	cõ		
Ckw	chũm		
CYj	chệnh		
c6s	cấc		
xUA	xư		
vzu	vửa		
vzf	vồm		
vrz	vên		
zUy	ự		
Rx6	trơi		
t19	tởn		
TB3	thẩy		
sqR	sổi		
qd1	quớ		
pJ1	péo		
pY2	pềnh		
pc5	pạ		
zPZ	oong		
yba	nhuy		
yce	nhúa		
yUy	nhự		
N1S	ngớn		
NxR	ngởi		
n1f	nằn		
mCZ	moa		
mkF	mìu		
mKS	mín		
lKu	lủn		
l8F	loàng		
llx	liễm		
K4e	khướu		
Kzi	khừa		
Kij	khị		
hUi	hừ		
hSS	hón		
jje	giúi		
Dli	duyền		
Dra	duông		
DUe	dứ		
CXS	choắt		
CBj	chậy		
xtE	xướt		
RkE	trúm		
Ru1	tría		
Ri3	trỉ		
sxZ	sơi		
sKR	sỉn		
sHz	sem		
pKA	pun		
pf7	pốc		
fT7	phốp		
noz	nen		
KhR	khiểu		
KYj	khệnh		
hce	húa		
hEr	hể		
hEs	hế		
gpi	gười		
gDr	gẩm		
Dvr	dủ		
d3S	đớt		
Cvw	chũng		
CSS	chón		
CZS	chéng		
bsr	bưởng		
blr	biểm		
xG0	xai		
T71	thấn		
tT3	tảy		
qG2	quài		
pzE	pứa		
pUA	pư		
pu5	pịa		
fx8	phời		
pH1	pém		
nnz	nưng		
yfe	nhướn		
yEz	nhê		
NBJ	ngoạt		
WkR	nghỉu		
nBj	nậy		
mnj	mựng		
mmJ	mịnh		
lKy	lụn		
lkR	lỉu		
KZZ	kheng		
hHf	hèm		
hBr	hẩy		
jBx	giẫy		
chr	cổn		
CkF	chìu		
bme	buối		
bYs	bếnh		
bfs	báp		
v3s	vắp		
zKe	ún		
tzo	từa		
tz7	tóng		
r7z	rân		
fg5	phạch		
ykJ	nhịu		
Nve	ngúng		
Npr	ngảo		
mHz	mem		
mpr	mảo		
lmi	luồi		
lkw	lũm		
l3J	lợt		
KtF	khồng		
KFj	khẹc		
krz	kên		
gPZ	goong		
j0Z	giô		
gBs	gấy		
DTS	dốp		
dNS	đóp		
cbZ	coe		
byS	bót		
brr	bển		
zkr	ản		
xu0	xia		
vZZ	veng		
vpr	vảo		
zss	ướng		
zUu	ử		
RQ8	tròm		
Rl6	troi		
Rr3	trển		
RH2	trèm		
Rt2	tràu		
tl3	tiểm		
Tc1	thá		
suj	sịa		
sYz	sênh		
rnr	rửng		
r7Z	roam		
qc2	qùa		
fN5	phực		
fe2	phè		
zzR	ỏng		
n4X	nõ		
yLa	nhưn		
ydj	nhợ		
NBr	ngẩy		
mRi	mừu		
mjy	mụi		
mgR	miểng		
lRi	lừu		
Kpa	khươi		
Knf	khừng		
KPF	khoòng		
KQz	khim		
KTf	khày		
K0r	khẳm		
h4y	hượu		
h1R	hởn		
hJS	hoét		
jTz	giay		
gBr	gẩy		
Dms	dút		
Dss	dướng		
dUe	đứ		
xjo	xùi		
xJ5	xẹo		
x70	xân		
RbU	truỷ		
Rd7	triến		
tg8	tiềng		
tY3	tểnh		
rcy	rụa		
qJ2	quèo		
fm6	phinh		
fD1	phấm		
zJS	oét		
npi	nười		
ntS	nống		
ngZ	niêng		
nis	ní		
ynf	nhừng		
yTz	nhay		
N5S	ngoác		
nof	nèn		
mmS	mính		
lPR	loỏng		
KLa	khưn		
zus	ía		
hxi	hỳ		
hYf	hềnh		
hVj	hệch		
jQz	gim		
jes	gié		
DhR	diểu		
dGS	điếp		
dZj	đệp		
CTS	chốp		
Czs	chốm		
CQZ	chom		
xQ0	xim		
xg9	xiểng		
zsj	ượng		
R0B	trỗ		
tH2	tèm		
t21	tắng		
rTS	rốp		
rqR	rổi		
qt5	quạu		
p17	pớn		
ffC	phộc		
nsf	nường		
yne	nhúp		
ydy	nhuật		
NCe	nguốn		
Npe	ngưới		
N8i	nguầy		
n7z	nân		
mhs	mốn		
mxR	mởi		
LLs	lốn		
lQJ	lọm		
KdJ	khiện		
K2j	khặng		
hyJ	họt		
jcf	gìa		
Dxw	dỹ		
Dka	dum		
DKS	dín		
Dxs	dắc		
CWy	chược		
CxF	chời		
CcJ	chiệc		
CYf	chềnh		
bky	bụm		
bcJ	biệc		
xPC	xoọng		
xS6	xon		
zfi	ườn		
zKu	ủn		
tlW	tuyễn		
RcY	trụa		
RB0	trây		
tC7	toá		
TrA	thuông		
Tr0	thên		
sYf	sềnh		
s9s	sất		
rvJ	rịp		
fDY	phuộc		
fM7	phoóc		
pe2	pè		
pG2	pài		
zNS	óp		
ncu	nủa		
yhz	nhôn		
ylf	nhiềm		
WJs	nghéo		
lbe	luý		
lky	lụm		
Kre	khuống		
htX	hỗng		
gzw	gữa		
gPF	goòng		
gjs	gám		
zUz	êu		
DNs	dức		
DdR	diển		
z8f	ầng		
xX0	xêm		
vUy	vự		
zWy	ược		
RjW	trũi		
Ts7	thoán		
TK7	thín		
TQ2	thìm		
to2	tèn		
sje	súi		
sMJ	soọc		
r2r	rẳng		
q05	quặm		
fD5	phậm		
z4F	ò		
nci	nùa		
nUa	nư		
nTS	nốp		
nvS	níp		
nGJ	niệp		
yji	nhùi		
yNS	nhóp		
yxJ	nhợi		
ykF	nhìu		
NRS	ngốt		
N0F	ngồ		
npr	nảo		
mgF	miềng		
m8z	mâng		
l1r	lẳn		
lDj	lậm		
Ksf	khường		
hhi	huần		
hus	hía		
hfs	háp		
gDj	gậm		
zYf	ềnh		
Dlu	duyển		
D3S	dớt		
D8Z	doang		
DrZ	doai		
dlj	điệm		
dUz	đêu		
Cru	chuổng		
C0r	chẳm		
bpa	bươi		
zTz	ay		
xm9	xỉnh		
xh7	xiếu		
vof	vèn		
Rf7	trốc		
Ts9	thoản		
sPZ	soong		
sQs	sím		
pm1	pút		
pcE	púa		
f80	phâng		
pU1	pếu		
pP1	pét		
pt0	pau		
p61	pấc		
nKa	nun		
nNS	nóp		
nmS	nính		
yjy	nhụi		
yzs	nhốm		
Npy	ngượi		
Wej	nghẹ		
Ntz	ngau		
NKx	ngãng		
Njf	ngàm		
n9j	nật		
mQz	mim		
lLa	lưn		
hij	hị		
jqj	giạt		
GFs	ghéc		
dKe	đún		
Dvs	dú		
Dhz	dôn		
DlJ	dọi		
DDS	dít		
DhS	diếu		
cCZ	coa		
CLa	chưn		
Cuj	chịa		
Cpx	chão		
bUa	bư		
b1J	bợn		
xNC	xọp		
xr5	xện		
vci	vùa		
RvU	trủng		
RM7	troóc		
Rz9	trỏng		
txC	tợi		
tk9	tỉu		
tU2	tều		
tZ1	tếp		
tF5	tẹc		
tK4	tãng		
sxi	sỳ		
sCj	sịch		
sef	sè		
rRJ	rột		
rBS	roát		
r8f	rầng		
qn7	quóc		
qDC	quịt		
qJ1	quéo		
pg6	piêng		
fz0	phôm		
fW2	phành		
nRJ	nột		
yns	nhứng		
yzf	nhồm		
y7F	nhoàm		
yrf	nhền		
NzZ	ngong		
mvS	míp		
laj	lệt		
lEs	lế		
K6s	khấc		
hvw	hũng		
hTs	háy		
hkr	hản		
jcr	gỉa		
Dpi	dười		
D4J	dọ		
DCs	dích		
DWx	dãnh		
D0s	dắm		
ccw	cũa		
clJ	cọi		
CGS	chiếp		
CHz	chem		
bmw	buỗi		
xp8	xờm		
ttE	tướt		
RKA	trun		
RfC	trộc		
THo	thuỳnh		
TRY	thựu		
Tn3	thửng		
Tz0	thôm		
skS	síu		
sjr	sảm		
rUe	rứ		
pg8	piềng		
f50	phâu		
yvf	nhù		
yVj	nhệch		
Nlu	nguyển		
Nzw	ngữa		
Nzr	ngổm		
WMs	nghép		
NWz	nganh		
mku	mủm		
lQy	luyệt		
lHr	lẻm		
lTf	lày		
KHr	khẻm		
hfu	hưởn		
hKS	hín		
g1F	gờn		
jTJ	giộp		
gqs	gát		
DpJ	dợm		
dHs	đém		
Dts	dáu		
cTe	cứt		
CPS	choóng		
CqZ	chôi		
C0s	chắm		
Cjs	chám		
C6j	chậc		
bma	buôi		
bHf	bèm		
z6j	ậc		
xKU	xủn		
xcC	xiệc		
x22	xằng		
x10	xăn		
vxR	vởi		
v4J	vọ		
vWr	vảnh		
zpi	ười		
Rm5	trụt		
R80	trâng		
tl7	tói		
TSC	thọn		
Tp8	thờm		
sZS	séng		
spx	são		
rDy	ruộc		
rJJ	roẹt		
rjJ	riệt		
qT2	quày		
pd1	pớ		
pD7	pít		
fKE	phún		
fUA	phư		
fN7	phóp		
fP6	phoong		
f96	phoanh		
fV1	phếch		
pk3	pản		
p12	pằn		
zAJ	oạp		
nnx	nững		
nsZ	noan		
ykZ	nhiu		
yuf	nhìa		
N8a	nguây		
Nhx	ngỗn		
WXj	nghệm		
WEs	nghế		
N9j	ngật		
nYf	nềnh		
mxJ	mợi		
mlX	mõi		
mFj	mẹc		
lGy	luệ		
lir	lỉ		
K4R	khỏ		
KTr	khảy		
kHj	kẹm		
hfa	hươn		
hme	huối		
hhy	huận		
hzi	hừa		
hUw	hữ		
hmS	hính		
hrj	hện		
GVs	ghếch		
zVj	ệch		
dsx	đưỡng		
dfi	đườn		
DrS	doái		
D7r	dẩn		
cxF	cời		
CCa	chuôn		
Cpa	chươi		
C1S	chớn		
c8z	câng		
c2j	cặng		
bRe	bứu		
bza	bưa		
xn4	xững		
xf1	xáp		
vvr	vủ		
vPF	voòng		
vDz	vâm		
Rx7	trới		
Rr1	trến		
t4C	tọ		
Te4	thẽ		
t15	tặn		
sLi	sừn		
shz	sôn		
rhF	riều		
pvA	pung		
fp3	phảo		
pq1	pát		
zHZ	oem		
nka	num		
nMJ	noọc		
yPZ	nhoong		
Nyi	ngừm		
Wer	nghẻ		
lse	luốt		
lZR	lẻng		
KrF	khoài		
KYs	khếnh		
KEf	khề		
K5f	khầu		
hJj	hẹo		
h5r	hẩu		
zHr	ẻm		
dpa	đươi		
DKe	dún		
D1X	dỡn		
D8X	doãng		
dgZ	điêng		
dUs	đếu		
Dpx	dão		
Dgs	dách		
cry	cuộng		
CLi	chừn		
CEZ	choay		
c0r	cẳm		
bmy	buội		
bGS	biếp		
bJr	bẻo		
zWj	ạnh		
zXu	yểng		
xjY	xụi		
xgY	xục		
xd2	xờ		
xmB	xĩnh		
xF1	xéc		
x24	xẵng		
vUf	vều		
zHe	uýnh		
zEy	uỵch		
zCa	uôn		
tlY	tuyện		
RsY	truột		
RN1	trức		
R37	trớt		
Rt9	trổng		
RDC	trịt		
Ru0	tria		
tNC	tọp		
TkU	thủm		
TQ0	thim		
TJ1	théo		
TT1	tháy		
sxe	sý		
sTs	sáy		
rKe	rún		
rPS	roóng		
rQS	róm		
rrs	rến		
rBs	rấy		
qPA	quyn		
pMC	poọc		
ftB	phỗng		
f08	phồ		
f25	phặng		
pe1	pé		
p82	pầng		
p10	păn		
noe	nuýp		
n4F	nò		
ySX	nhõn		
y7J	nhoạm		
NFJ	ngoẹo		
WKS	nghín		
Wif	nghì		
mUe	mứ		
mNJ	mọp		
mYf	mềnh		
mjz	mam		
lsr	lưởng		
lhe	luấn		
lpX	lỡm		
lQS	lóm		
lkr	lản		
Kzz	khôm		
K9j	khật		
K2f	khằng		
hny	hụp		
hku	hủm		
hos	hén		
h1x	hẵn		
gju	gủi		
ggs	gách		
zor	ẻn		
dmj	đụt		
Dvu	dủng		
Dyi	dừm		
Djw	dũi		
Dhe	duấn		
DPZ	doong		
drx	đễn		
Dof	dèn		
Djr	dảm		
cfa	cươn		
cmu	cuổi		
cPR	coỏng		
Cjw	chũi		
CAe	chuếnh		
CUf	chều		
xS9	xỏn		
vnJ	vọc		
vWj	vạnh		
RP5	trẹt		
TJ3	thẻo		
te4	tẽ		
szr	sổm		
s8z	sâng		
rPF	roòng		
r8F	roàng		
q37	quớt		
qfC	quộc		
qp2	quào		
pLA	pưn		
pco	pùa		
fs4	phưỡng		
pJ0	peo		
pW2	pành		
pK2	pàng		
pk2	pàn		
nce	núa		
Nka	ngum		
Wrr	nghển		
Ncj	ngạ		
mEe	muých		
mhR	miểu		
lzj	lộm		
KQF	khòm		
K1j	khặn		
hvu	hủng		
hWX	hoẵng		
hlz	hiêm		
hMs	hép		
Gij	ghị		
DQe	duyết		
DRw	dữu		
DGe	duế		
Dhi	duần		
dUy	đự		
DTJ	dộp		
d1J	đợn		
D9J	doạnh		
dHf	đèm		
dDr	đẩm		
dgs	đách		
cxS	cới		
CCX	choã		
CdX	chiễn		
CHj	chẹm		
bur	bỉa		
x78	xoàm		
xd1	xớ		
xT1	xáy		
xk3	xản		
xg5	xạch		
zsr	ưởng		
tcY	tụa		
RQY	truyệt		
RR7	trốt		
RM1	trép		
RE3	trể		
R22	trằng		
RG2	trài		
tu2	tìa		
TRE	thứu		
Tko	thùm		
Tz7	thóng		
Tp4	thão		
stJ	sộng		
ssF	soàn		
rxw	rỹ		
rbz	rươm		
rcJ	riệc		
rZZ	reng		
rXz	rêm		
r7s	rấn		
q61	quấc		
qS1	quác		
ps6	poan		
pk6	piu		
fco	phùa		
fg8	phiềng		
p00	păm		
z1F	ờn		
nCa	nuôn		
nnf	nừng		
nji	nùi		
nPJ	noọng		
nzR	nỏng		
ndf	nờ		
ndJ	niện		
yvy	nhụng		
yzS	nhóng		
yEr	nhể		
WEr	nghể		
Ntf	ngàu		
mmj	mụt		
mfa	mươn		
mmu	muổi		
ltX	lỗng		
KNs	khức		
Kgy	khục		
Kvj	khụ		
K6S	khoách		
Ktr	khảu		
hKe	hún		
hUe	hứ		
hTj	hạy		
hTf	hày		
h1z	hăn		
gla	guyên		
gqZ	gôi		
jds	giớ		
jpf	giào		
j0f	giằm		
g7s	gấn		
dss	đướng		
DyS	dót		
DfJ	dộc		
Dds	dớ		
DgR	diểng		
DgF	diềng		
DdF	diền		
DUf	dều		
Dpr	dảo		
DWj	dạnh		
cpa	cươi		
cMS	coóc		
Ccu	chủa		
CkS	chíu		
CUs	chếu		
CEr	chể		
C0j	chặm		
cKj	cạng		
bDe	buốc		
bLZ	boăn		
z8z	âng		
zjf	àm		
xtY	xượt		
xsE	xuốt		
xfo	xườn		
xn5	xựng		
xhE	xuấn		
x3C	xợt		
xp6	xơm		
xz1	xốm		
xQ8	xòm		
xo8	xoèn		
x96	xoanh		
xF5	xẹc		
xB5	xậy		
xW3	xảnh		
zry	uộng		
z5a	uôm		
zzi	ừa		
tRA	tưu		
tn1	tứng		
RsE	truốt		
Rv4	trũ		
RxC	trợi		
R47	tró		
Rh9	triểu		
RZ6	treng		
R53	trẩu		
tP8	toòng		
tsC	toạn		
tr8	toài		
TfA	thươn		
TLA	thưn		
T16	thơn		
TS9	thỏn		
TsC	thoạn		
TkC	thịu		
To1	thén		
TH1	thém		
T45	thặt		
tt5	tạu		
t81	tấng		
sky	sụm		
sqJ	sội		
svJ	sịp		
sij	sị		
sis	sí		
sas	sết		
sZR	sẻng		
srj	sện		
rxi	rỳ		
rWy	rược		
rUy	rự		
r1X	rỡn		
rsX	roãn		
rMs	rép		
rFj	rẹc		
r9j	rật		
q07	quố		
q46	quo		
qK6	quin		
pzC	pọng		
pd6	piên		
ffA	phươn		
f4C	phọ		
fG7	phiếp		
fJ1	phéo		
fD0	phâm		
pB0	pây		
zSX	õn		
z0J	ộ		
yTJ	nhộp		
yPS	nhoóng		
yWF	nhoằng		
yuj	nhịa		
yfj	nhạp		
NRy	ngựu		
Nmi	nguồi		
Nvu	ngủng		
nYz	nênh		
ntf	nàu		
n2r	nẳng		
n7x	nẫn		
m2S	mớp		
m1r	mẳn		
mDj	mậm		
lHe	luýnh		
lbz	lươm		
lXS	loắt		
lrf	lền		
kkS	kíu		
Kky	khụm		
Kcu	khủa		
KUi	khừ		
Kvr	khủ		
KPZ	khoong		
KzR	khỏng		
KtJ	khộng		
KSR	khỏn		
KsF	khoàn		
K1r	khẳn		
K0s	khắm		
KGf	khài		
koj	kẹn		
krs	kến		
kXs	kếm		
zKS	ín		
hHe	huýnh		
hsx	hưỡng		
hru	huổng		
h9e	huếch		
hza	hưa		
hlJ	họi		
hdj	hợ		
hJf	hèo		
hWs	hánh		
gva	gung		
gUw	gữ		
jzu	giửa		
jsZ	gioan		
jdx	giỡ		
jjj	giạm		
zPj	ẹt		
zas	ết		
zrr	ển		
zFj	ẹc		
DWe	dước		
Dns	dứng		
Dja	dui		
dzy	đựa		
D1F	dờn		
dpR	đởm		
dnS	đóc		
d9Z	đoanh		
dCF	đoà		
dds	đớ		
DgZ	diêng		
dus	đía		
das	đết		
d3j	đặp		
DWr	dảnh		
czi	cừa		
csZ	coan		
C5a	chuôm		
Cmu	chuổi		
Chw	chuẫn		
CpZ	chơm		
CXs	chếm		
bzu	bửa		
zKf	àng		
zkf	àn		
LLf	lồn		
CCj	chịch		
nns	nứng		
WHr	nghẻm		
W1J	nghợn		
cxj	cặc		
